Gene,Weight,Derection
RBM12B,-0.001389347,Negative
ATIC,-0.001389524,Negative
CEP44,-0.001389654,Negative
TRAM1L1,-0.001390043,Negative
SDHAF3,-0.001390221,Negative
CCT5,-0.001390738,Negative
CWC27,-0.001391567,Negative
FCHSD2,-0.00139174,Negative
SLC6A6,-0.001392353,Negative
LZIC,-0.001392771,Negative
SSBP3,-0.001393158,Negative
IGFBP6,-0.001395239,Negative
COPG2,-0.001396317,Negative
TXNRD1,-0.001396919,Negative
ARHGAP21,-0.001397275,Negative
DYRK1A,-0.001397966,Negative
COMMD4,-0.001398506,Negative
AIMP2,-0.001398926,Negative
RPTOR,-0.001399073,Negative
RCC2,-0.001399658,Negative
ZNF407,-0.001399738,Negative
EYA3,-0.001400973,Negative
ZNF275,-0.001401602,Negative
NUP205,-0.001401676,Negative
RPP30,-0.001402414,Negative
ZNF345,-0.001403986,Negative
ACAA2,-0.001404095,Negative
KDM3B,-0.001404118,Negative
HSD17B11,-0.001404202,Negative
ANAPC10,-0.001404285,Negative
SNX5,-0.001404824,Negative
SAFB,-0.001404904,Negative
MRPL46,-0.001405497,Negative
APPL1,-0.001406431,Negative
TET2,-0.001407597,Negative
THEM6,-0.001407913,Negative
NOB1,-0.001408183,Negative
HNRNPAB,-0.001408358,Negative
ZFP69B,-0.001408562,Negative
RIN1,-0.001409499,Negative
CYP51A1,-0.00141002,Negative
FAM180A,-0.001410085,Negative
RERE,-0.001410099,Negative
SPANXC,-0.001410208,Negative
ACBD4,-0.00141088,Negative
ZNF17,-0.001411086,Negative
NPM1,-0.001413186,Negative
EFTUD2,-0.001414466,Negative
METTL2B,-0.001415265,Negative
ATXN2L,-0.001415327,Negative
EIF1,-0.001417089,Negative
AOC1,-0.001418501,Negative
SQLE,-0.001418738,Negative
PAN3,-0.00141899,Negative
CPSF3,-0.001419527,Negative
RAB36,-0.001420295,Negative
TLR5,-0.001420576,Negative
ZNF609,-0.001420985,Negative
CCDC60,-0.001421086,Negative
PSMG2,-0.001422476,Negative
MEIS3,-0.00142278,Negative
MYADM,-0.001423238,Negative
ZRANB1,-0.001424951,Negative
PBDC1,-0.001425474,Negative
C11orf68,-0.001425962,Negative
PIEZO2,-0.001426136,Negative
TDRD9,-0.001426696,Negative
PPP1R3D,-0.001427028,Negative
EHMT2,-0.001427288,Negative
GEMIN6,-0.001427546,Negative
NSFL1C,-0.001427689,Negative
FAM111A,-0.001428014,Negative
CEBPB,-0.001429109,Negative
CYB5A,-0.001430426,Negative
ERI3,-0.001431132,Negative
MED25,-0.001431507,Negative
MILR1,-0.001431942,Negative
SFPQ,-0.001431945,Negative
NKX2-1,-0.001432195,Negative
DERA,-0.001432346,Negative
TMEM214,-0.00143404,Negative
THTPA,-0.001434046,Negative
FAM117B,-0.001435387,Negative
EDC4,-0.001435529,Negative
SLC35D1,-0.001435789,Negative
PTCD2,-0.001435988,Negative
PAQR3,-0.001436387,Negative
VNN2,-0.001436496,Negative
WDR90,-0.001437586,Negative
CEP63,-0.001439144,Negative
NRSN2,-0.001440702,Negative
RBP2,-0.001441108,Negative
NME6,-0.00144113,Negative
ERAP2,-0.001441973,Negative
CCAR2,-0.001443324,Negative
SNRPA1,-0.001443495,Negative
NSD1,-0.001443725,Negative
ETV6,-0.001443847,Negative
NAPRT,-0.001444972,Negative
PMF1-BGLAP,-0.001445974,Negative
NRDE2,-0.001447643,Negative
ZXDC,-0.001447925,Negative
AFDN,-0.001448332,Negative
ZBTB20,-0.0014487,Negative
C9orf40,-0.001449247,Negative
EFCAB7,-0.001451391,Negative
FBRSL1,-0.001451412,Negative
JAK1,-0.001451437,Negative
PHF13,-0.001451496,Negative
MRTO4,-0.001452224,Negative
GDAP1,-0.001452794,Negative
PPIL2,-0.001452973,Negative
KIAA1549L,-0.001453114,Negative
SVBP,-0.001455617,Negative
ATF7,-0.001455651,Negative
KLHL29,-0.001456077,Negative
TFF1,-0.001456187,Negative
FLOT1,-0.001456286,Negative
MAP1B,-0.001456609,Negative
LRRC37B,-0.001456646,Negative
RNPS1,-0.001456653,Negative
FAM120A,-0.001456707,Negative
WDR35,-0.001457022,Negative
OTULINL,-0.001457056,Negative
PPP5C,-0.001457132,Negative
PDCD2L,-0.00145802,Negative
REL,-0.001458261,Negative
ICE2,-0.001460244,Negative
TSKU,-0.001461904,Negative
DDC,-0.001464199,Negative
DCAF15,-0.001465359,Negative
ARMC9,-0.001465957,Negative
MPRIP,-0.001466806,Negative
ZC3HC1,-0.001466831,Negative
IDE,-0.001466923,Negative
CDH16,-0.001466957,Negative
GSTP1,-0.001467572,Negative
CREB3L2,-0.001469031,Negative
SLX1B,-0.001470286,Negative
WDR38,-0.001470693,Negative
RNGTT,-0.001470701,Negative
B3GALNT1,-0.001472399,Negative
SLC25A10,-0.001473302,Negative
MOSPD3,-0.00147439,Negative
ESR2,-0.001475173,Negative
TCP11L2,-0.001476328,Negative
SGMS1,-0.001476528,Negative
APOL4,-0.001477223,Negative
SETX,-0.001477505,Negative
PCGF6,-0.001477765,Negative
CACHD1,-0.00147843,Negative
PYGO2,-0.001479121,Negative
USP30,-0.001479831,Negative
CYP4V2,-0.001480551,Negative
WWOX,-0.001480891,Negative
STRN,-0.001481022,Negative
ADSL,-0.001481255,Negative
TRIM5,-0.001481328,Negative
TIMM9,-0.001481817,Negative
MINDY1,-0.00148362,Negative
MAST3,-0.001483867,Negative
MED12,-0.001484053,Negative
MPP3,-0.001485563,Negative
ANKRD13A,-0.00148675,Negative
CHRNA4,-0.001486941,Negative
SGPL1,-0.001488369,Negative
MIDN,-0.001489043,Negative
ROCK2,-0.001489081,Negative
TBP,-0.001489567,Negative
HABP2,-0.001489967,Negative
PPM1L,-0.001490341,Negative
H6PD,-0.001490604,Negative
NCOA1,-0.001491342,Negative
DHFR2,-0.001492332,Negative
MAPK7,-0.001492341,Negative
CDX2,-0.00149297,Negative
RNF220,-0.00149376,Negative
ZNF747,-0.001494352,Negative
SERPINB9,-0.001495514,Negative
SPINT2,-0.001495734,Negative
STOML2,-0.001496449,Negative
NOL12,-0.001496713,Negative
EIF2B2,-0.001497617,Negative
GPD2,-0.00149786,Negative
FAHD2A,-0.001498307,Negative
GJC1,-0.001499496,Negative
NR4A3,-0.001499548,Negative
DHX35,-0.001500555,Negative
SUMO2,-0.001500866,Negative
PRPF4,-0.001501651,Negative
PCDHGB3,-0.001502572,Negative
KMT2B,-0.001502676,Negative
LHFPL5,-0.001502791,Negative
CEP295,-0.001502832,Negative
FMOD,-0.0015057,Negative
EXOSC10,-0.001506569,Negative
OBSL1,-0.001508047,Negative
PGBD5,-0.001508726,Negative
ANXA11,-0.001508897,Negative
S1PR2,-0.001509806,Negative
RLBP1,-0.001510048,Negative
FRAT1,-0.00151109,Negative
EMSY,-0.001511153,Negative
UBE3D,-0.001511619,Negative
ZNF34,-0.00151292,Negative
BCL3,-0.001514531,Negative
TRPM3,-0.001515841,Negative
RAD1,-0.001518042,Negative
SKI,-0.001518225,Negative
UTP14A,-0.001518616,Negative
GPCPD1,-0.001519609,Negative
LSM8,-0.001520617,Negative
GTF2H2C,-0.001520725,Negative
RTL8A,-0.001521221,Negative
PROSER3,-0.00152206,Negative
DIPK1A,-0.001522184,Negative
CEACAM6,-0.001527716,Negative
SIX4,-0.001528073,Negative
C2CD3,-0.0015286,Negative
NAA15,-0.001529952,Negative
TMPRSS4,-0.00153033,Negative
PGAM5,-0.00153051,Negative
P3H3,-0.001530863,Negative
TOP2B,-0.001531219,Negative
CHML,-0.00153324,Negative
ZNF71,-0.001534342,Negative
GNA11,-0.001535294,Negative
DTD1,-0.001535462,Negative
CPSF6,-0.001536091,Negative
CHTOP,-0.001536488,Negative
WIZ,-0.001536671,Negative
KNOP1,-0.001537474,Negative
MAPKAPK5,-0.001539451,Negative
SRC,-0.001539793,Negative
INO80,-0.001539804,Negative
INTS9,-0.001541307,Negative
DNAH14,-0.001542388,Negative
CRYGS,-0.001543264,Negative
CHST3,-0.001543402,Negative
ILF2,-0.001543965,Negative
RPAP1,-0.001544189,Negative
ATL2,-0.001545365,Negative
TMEM109,-0.001547713,Negative
HDLBP,-0.001548526,Negative
ZNF180,-0.001548586,Negative
UNC93A,-0.001551525,Negative
ATP5MGL,-0.001551775,Negative
FOXC1,-0.001552263,Negative
EP300,-0.001554172,Negative
DIS3L2,-0.001554468,Negative
DUS2,-0.001554481,Negative
NTMT1,-0.001554887,Negative
ZBTB24,-0.001555638,Negative
CNNM4,-0.001556936,Negative
USP3,-0.001557031,Negative
MTCL1,-0.001560863,Negative
FOXN3,-0.00156123,Negative
FAM76A,-0.001561433,Negative
GABPB1,-0.001561917,Negative
MED22,-0.001561976,Negative
TMEM241,-0.001563008,Negative
AKR7A2,-0.001563535,Negative
SPANXB1,-0.001563831,Negative
HAT1,-0.001564104,Negative
SWAP70,-0.001565759,Negative
LRCH3,-0.001565811,Negative
RB1,-0.001565868,Negative
PMM1,-0.001567082,Negative
HPS4,-0.001568911,Negative
FBF1,-0.001569742,Negative
QRSL1,-0.001570488,Negative
SF3A3,-0.001571672,Negative
PDLIM1,-0.001571715,Negative
SPIRE2,-0.001571996,Negative
COIL,-0.001572085,Negative
SIAH1,-0.001573996,Negative
KANSL3,-0.001574725,Negative
SPATA2,-0.001574856,Negative
OSBPL1A,-0.001577365,Negative
HAUS2,-0.001577476,Negative
GALK2,-0.001579959,Negative
LMO4,-0.001580704,Negative
CEP89,-0.00158144,Negative
SHOC2,-0.00158158,Negative
CUL3,-0.001582446,Negative
SH3PXD2B,-0.001582584,Negative
SLC35F6,-0.00158293,Negative
RIPK3,-0.001583504,Negative
PELI2,-0.001584796,Negative
RSRC1,-0.001585278,Negative
NAF1,-0.001586639,Negative
ZNF527,-0.001586874,Negative
MAP2K5,-0.001587098,Negative
PXMP4,-0.001587757,Negative
SAV1,-0.001589902,Negative
PLS1,-0.001590453,Negative
CDK12,-0.001590521,Negative
PAIP2B,-0.001592815,Negative
CYB5R4,-0.001593837,Negative
MFHAS1,-0.001594123,Negative
PANX2,-0.001595189,Negative
ZKSCAN2,-0.001597751,Negative
VPS35L,-0.001599276,Negative
TSHZ1,-0.001600522,Negative
RBM22,-0.001600871,Negative
HDAC7,-0.001600885,Negative
SLC44A2,-0.001601145,Negative
HMGCR,-0.001602738,Negative
STXBP5,-0.001604095,Negative
GEMIN5,-0.001604416,Negative
PAICS,-0.001605524,Negative
GGT7,-0.001605836,Negative
NHLRC2,-0.00160612,Negative
ZCCHC3,-0.001606623,Negative
ERG28,-0.001608797,Negative
BAZ1B,-0.001610895,Negative
ZNF629,-0.001610946,Negative
ANP32A,-0.001611423,Negative
PLEKHG2,-0.001612169,Negative
SRPX,-0.001612696,Negative
SRGAP2B,-0.001612987,Negative
GAB1,-0.001613379,Negative
SMC6,-0.001614547,Negative
HECTD4,-0.001614633,Negative
CHCHD5,-0.001615413,Negative
XAGE1B,-0.001615813,Negative
CCDC125,-0.001616007,Negative
GSDME,-0.001617111,Negative
WDR36,-0.001617424,Negative
ENTPD1,-0.001617646,Negative
ADCYAP1,-0.001619895,Negative
DNASE1L2,-0.001620498,Negative
DYM,-0.001621947,Negative
UMPS,-0.001622612,Negative
TULP3,-0.001623619,Negative
CARHSP1,-0.001624105,Negative
HNRNPL,-0.001624491,Negative
ESD,-0.001624711,Negative
JHY,-0.001624808,Negative
IAH1,-0.001625295,Negative
ATP1B1,-0.001625725,Negative
SLC35A1,-0.001626968,Negative
ARHGEF25,-0.001627331,Negative
ZBTB34,-0.001629709,Negative
GOLGA8K,-0.001630084,Negative
SYNJ2,-0.001630522,Negative
ZNF484,-0.001632622,Negative
STK3,-0.001633568,Negative
KCNT2,-0.001633682,Negative
WEE1,-0.001634145,Negative
MTMR11,-0.001634313,Negative
DAZAP2,-0.001634632,Negative
TIMM44,-0.001635206,Negative
UGT2A3,-0.001635348,Negative
NSD3,-0.001636535,Negative
SIVA1,-0.001636658,Negative
PHF14,-0.001636714,Negative
DPYSL4,-0.001636823,Negative
ETNK2,-0.001638363,Negative
PORCN,-0.001638885,Negative
CDKL5,-0.001640116,Negative
MYOM2,-0.001640405,Negative
TAMM41,-0.001640784,Negative
MTG1,-0.001643472,Negative
ULK2,-0.001643555,Negative
DDX39B,-0.001644185,Negative
NYAP1,-0.001646937,Negative
SELENON,-0.001647057,Negative
PLCD1,-0.001647194,Negative
CDH11,-0.00164772,Negative
TANGO6,-0.00164808,Negative
PITPNM1,-0.001648359,Negative
ZNF879,-0.00164895,Negative
PDP2,-0.0016504,Negative
ZBTB3,-0.001650719,Negative
TRIM15,-0.001650759,Negative
RNF5,-0.001650862,Negative
ZNF592,-0.001652423,Negative
MVB12B,-0.001652818,Negative
NEXN,-0.001653258,Negative
DOLPP1,-0.001653634,Negative
PLIN5,-0.001653745,Negative
ME2,-0.001653767,Negative
NSL1,-0.001653878,Negative
CPEB3,-0.001654122,Negative
PKIG,-0.001654175,Negative
API5,-0.001654601,Negative
DNAJC19,-0.001654605,Negative
BRD3,-0.001656393,Negative
NFATC3,-0.001658479,Negative
UBTF,-0.001658527,Negative
CEBPG,-0.001659512,Negative
TOMM6,-0.00166024,Negative
TNKS,-0.001660507,Negative
ID2,-0.001660893,Negative
TMEM94,-0.001660995,Negative
PRPF40B,-0.001661181,Negative
GTF3C4,-0.001662447,Negative
TMEM218,-0.001662874,Negative
NUDCD2,-0.001663024,Negative
LDLRAD3,-0.001664795,Negative
ARL17A,-0.001666018,Negative
LPIN2,-0.001666166,Negative
APEX2,-0.001667717,Negative
CCDC138,-0.001667893,Negative
PAGR1,-0.001668548,Negative
TLN1,-0.001670623,Negative
FAM120C,-0.001671558,Negative
CENPV,-0.001672081,Negative
AP1M1,-0.001673792,Negative
MAGEC2,-0.001674142,Negative
ZNF658,-0.00167448,Negative
MRPS31,-0.001675756,Negative
ZBTB5,-0.001676169,Negative
PCSK2,-0.001676951,Negative
MOXD1,-0.001679718,Negative
MRPL23,-0.00167983,Negative
LONP1,-0.001680753,Negative
SPSB3,-0.001682064,Negative
HES5,-0.001682295,Negative
HOXD9,-0.001682395,Negative
VAC14,-0.001684742,Negative
RBBP4,-0.001685419,Negative
PKP4,-0.001686353,Negative
SART3,-0.001686786,Negative
ZNF506,-0.001687591,Negative
LETM2,-0.001687902,Negative
ZNF154,-0.001689265,Negative
NPAT,-0.001689921,Negative
IFT140,-0.001690669,Negative
FAIM,-0.001691554,Negative
ZNF709,-0.001692118,Negative
SPANXD,-0.001692202,Negative
ABCG5,-0.001692924,Negative
GPI,-0.001695981,Negative
CEL,-0.001696765,Negative
NELFCD,-0.001697147,Negative
ECEL1,-0.001697486,Negative
ARL13B,-0.001697523,Negative
LMO2,-0.001698163,Negative
ELF2,-0.001699428,Negative
HMCES,-0.00169944,Negative
ACSF3,-0.001699549,Negative
ITPR3,-0.001700507,Negative
ANKFY1,-0.001701276,Negative
HTT,-0.001702008,Negative
ELAC1,-0.001702285,Negative
ZNF775,-0.001702967,Negative
STEAP3,-0.00170415,Negative
HPRT1,-0.001705802,Negative
DCTPP1,-0.001707106,Negative
POLR2A,-0.001707551,Negative
ZNF783,-0.001707635,Negative
THAP9,-0.001707784,Negative
ALOX5,-0.001708467,Negative
CRYBA4,-0.001709938,Negative
NAA16,-0.001711164,Negative
MCF2,-0.001711267,Negative
WDR97,-0.001712454,Negative
HSPB2,-0.001713052,Negative
SDHD,-0.001713088,Negative
UGT3A2,-0.001713104,Negative
CCAR1,-0.001713136,Negative
TMEM268,-0.001713418,Negative
METAP1,-0.001713562,Negative
ZBTB38,-0.001714717,Negative
PRPF19,-0.001715486,Negative
PMPCB,-0.001716215,Negative
TTC39B,-0.001718082,Negative
NDUFA9,-0.001718521,Negative
PHF5A,-0.001718781,Negative
DGCR8,-0.001719046,Negative
ARMCX5,-0.001719455,Negative
MTA2,-0.00171985,Negative
PRPF38A,-0.001722539,Negative
HSPA12A,-0.001723134,Negative
ZNF571,-0.001724577,Negative
XPO7,-0.001724809,Negative
LRRC37A,-0.001726202,Negative
MCPH1,-0.001726525,Negative
DDO,-0.00172765,Negative
SLC5A1,-0.001727943,Negative
FCRL3,-0.001728774,Negative
OSMR,-0.001729287,Negative
PWWP3A,-0.001729657,Negative
SMPD2,-0.001731001,Negative
HDGF,-0.00173117,Negative
FARS2,-0.001731711,Negative
KLC2,-0.001732456,Negative
ALKBH2,-0.001733161,Negative
ZCCHC8,-0.001733244,Negative
CSAG1,-0.001734913,Negative
ZNF396,-0.00173496,Negative
AGO1,-0.001735,Negative
GLB1L,-0.001735209,Negative
EIF2AK4,-0.001735507,Negative
BRWD3,-0.001735786,Negative
SYDE1,-0.001735822,Negative
FLNA,-0.00173636,Negative
CRKL,-0.001737436,Negative
MORN5,-0.00173787,Negative
SAAL1,-0.001738993,Negative
WBP11,-0.00173973,Negative
INTS14,-0.001740226,Negative
ARL17B,-0.001741277,Negative
CKAP5,-0.001742351,Negative
TSFM,-0.00174252,Negative
MVB12A,-0.001743039,Negative
CTBP2,-0.001743342,Negative
ZNF639,-0.001743659,Negative
ADGRA3,-0.001744374,Negative
SNRPG,-0.001744422,Negative
EDC3,-0.001744616,Negative
DNAJA3,-0.001746067,Negative
PDCD7,-0.001746264,Negative
MAMSTR,-0.001747906,Negative
ARHGAP1,-0.001748191,Negative
DDAH1,-0.001749716,Negative
RASSF2,-0.001751927,Negative
NNMT,-0.00175214,Negative
ELP3,-0.001754173,Negative
MDK,-0.001754338,Negative
GLRA2,-0.001755614,Negative
PINLYP,-0.001755776,Negative
STXBP4,-0.001755887,Negative
CRISPLD2,-0.001756681,Negative
USF1,-0.001757599,Negative
ING1,-0.001757756,Negative
FAM104B,-0.001758343,Negative
RBFOX2,-0.001758974,Negative
XPO4,-0.001759253,Negative
PLPBP,-0.00176048,Negative
TTLL4,-0.001761048,Negative
PDZRN4,-0.001761196,Negative
NUP98,-0.001761404,Negative
C5orf34,-0.001761663,Negative
SLX1A,-0.001763313,Negative
SLC38A2,-0.001763505,Negative
MRPL22,-0.001765194,Negative
UBIAD1,-0.001765324,Negative
LIG1,-0.001765568,Negative
DGKK,-0.001765602,Negative
ACTG1,-0.001765825,Negative
BRD7,-0.001766621,Negative
VCY,-0.001766865,Negative
TASP1,-0.001767495,Negative
MIS12,-0.001767516,Negative
SLC5A6,-0.00176861,Negative
PATJ,-0.001768879,Negative
VCY1B,-0.001769999,Negative
MUTYH,-0.001770974,Negative
CSE1L,-0.001771156,Negative
EIF3CL,-0.001771313,Negative
KIAA0586,-0.00177203,Negative
TJP1,-0.001772284,Negative
G2E3,-0.001772455,Negative
TLN2,-0.001773093,Negative
CCDC85C,-0.001773233,Negative
CTPS2,-0.001774428,Negative
ASXL2,-0.001776586,Negative
NUP153,-0.00177777,Negative
JMJD7-PLA2G4B,-0.001778629,Negative
AMIGO3,-0.001778969,Negative
MCRS1,-0.001779198,Negative
GALNT14,-0.001779339,Negative
ARHGAP23,-0.001781735,Negative
TENM4,-0.001782253,Negative
PBX3,-0.00178649,Negative
NTS,-0.001787627,Negative
MAT2A,-0.001787683,Negative
ZNF207,-0.001788006,Negative
FN3KRP,-0.001788732,Negative
TPGS2,-0.00178998,Negative
TMEM164,-0.001789987,Negative
C1QTNF3,-0.001790573,Negative
RND2,-0.001791119,Negative
AMOTL2,-0.001793085,Negative
HOXC13,-0.001793682,Negative
PDPR,-0.001795173,Negative
RPA1,-0.001795403,Negative
ACTA2,-0.001795666,Negative
CD3D,-0.001798389,Negative
HMX2,-0.001798525,Negative
PDSS2,-0.001800004,Negative
SERPINB4,-0.001800638,Negative
SIPA1L1,-0.001801215,Negative
FANCF,-0.0018021,Negative
CAMSAP1,-0.0018022,Negative
CAV1,-0.001802654,Negative
TAF3,-0.001802772,Negative
LRRC23,-0.001803601,Negative
TGFBR3,-0.001803616,Negative
ARID5A,-0.001804715,Negative
SFSWAP,-0.001806157,Negative
ZNF599,-0.001807927,Negative
SRRD,-0.001809598,Negative
ZSCAN22,-0.001809872,Negative
NAGA,-0.001810184,Negative
ANKRD13B,-0.001811059,Negative
PTMS,-0.001812302,Negative
LGI1,-0.001812566,Negative
METTL16,-0.001813898,Negative
SLC17A2,-0.001814909,Negative
ENOSF1,-0.001814946,Negative
FAM178B,-0.001815422,Negative
CCNB1IP1,-0.001815676,Negative
MINDY4,-0.001815795,Negative
CCDC6,-0.001817307,Negative
SMARCA2,-0.001817892,Negative
GLUD2,-0.001819314,Negative
ZNF543,-0.001819578,Negative
ZNF232,-0.001819728,Negative
RILPL2,-0.001820554,Negative
UBQLN2,-0.001821183,Negative
ADCY7,-0.001821915,Negative
CDC23,-0.001821924,Negative
ZNF184,-0.001822318,Negative
MROH7-TTC4,-0.001822415,Negative
SRBD1,-0.001822546,Negative
MRTFB,-0.001823218,Negative
DIP2C,-0.001823232,Negative
CHRNA10,-0.001823531,Negative
MRPL58,-0.001823785,Negative
GRM4,-0.001824758,Negative
METTL2A,-0.001826276,Negative
CUL1,-0.001826823,Negative
NUDT21,-0.001826943,Negative
TAF1B,-0.001828324,Negative
NPEPPS,-0.001828537,Negative
ZSCAN9,-0.001828918,Negative
PRPS1L1,-0.001830348,Negative
KLF12,-0.001830885,Negative
PSMB2,-0.001832024,Negative
MKRN2,-0.001832118,Negative
NBPF9,-0.00183269,Negative
LPIN1,-0.001833359,Negative
PCDHGB1,-0.001833686,Negative
PRR14,-0.001834014,Negative
ELOVL5,-0.001834275,Negative
TDRD3,-0.001834945,Negative
HP,-0.001835244,Negative
CAMK1,-0.001836162,Negative
DOT1L,-0.001836435,Negative
KDM8,-0.001836725,Negative
ZMIZ1,-0.001837089,Negative
TRMT10A,-0.001839163,Negative
PDS5B,-0.001839266,Negative
ATP6V1E2,-0.001839377,Negative
GOT1,-0.00183949,Negative
NUBPL,-0.001840117,Negative
TTC12,-0.001841666,Negative
PITPNM2,-0.00184183,Negative
TOPBP1,-0.001842739,Negative
PARP6,-0.001844021,Negative
TIFA,-0.001844042,Negative
RXYLT1,-0.001844329,Negative
TRIOBP,-0.001844919,Negative
OXTR,-0.001845532,Negative
TNFAIP8L3,-0.001846227,Negative
GJB6,-0.001846728,Negative
STPG1,-0.001848608,Negative
PDE4D,-0.001848881,Negative
PPIP5K1,-0.001849667,Negative
TUBB4B,-0.001850246,Negative
UBE4B,-0.001851089,Negative
MANEA,-0.001851627,Negative
SNRPF,-0.00185172,Negative
PGAP1,-0.001853425,Negative
RFX1,-0.001853737,Negative
WDR5,-0.00185622,Negative
RIF1,-0.001856568,Negative
AFAP1L1,-0.001857139,Negative
SETDB2,-0.001857202,Negative
HS3ST3B1,-0.001857816,Negative
PTBP1,-0.001859146,Negative
ACKR4,-0.001859495,Negative
SMPDL3B,-0.001860912,Negative
SNTB2,-0.001861814,Negative
COQ7,-0.001861938,Negative
SCAI,-0.001862844,Negative
WASF3,-0.001864266,Negative
MARCKS,-0.001864437,Negative
BCOR,-0.001864938,Negative
NFYB,-0.001866519,Negative
DENND2A,-0.001867822,Negative
JMJD7,-0.001868284,Negative
ZNF74,-0.00186901,Negative
WARS2,-0.001869591,Negative
WTIP,-0.001869742,Negative
EIF3F,-0.001870099,Negative
TENT4A,-0.001872296,Negative
ZW10,-0.001872334,Negative
ZNF486,-0.001872585,Negative
ZNF8,-0.001873236,Negative
CIC,-0.001873674,Negative
TMCO4,-0.001873689,Negative
CACNB3,-0.001873837,Negative
ZNF445,-0.001876514,Negative
LRFN1,-0.001880104,Negative
NUDT6,-0.001880759,Negative
MIPEP,-0.001882365,Negative
PIK3R2,-0.00188239,Negative
IRS1,-0.001882493,Negative
OLR1,-0.001883401,Negative
ZNF236,-0.001883711,Negative
XPNPEP3,-0.001883793,Negative
NUP88,-0.001884644,Negative
CTDSP1,-0.001884897,Negative
PPP1CC,-0.00188703,Negative
PCCA,-0.001887871,Negative
MLST8,-0.00188929,Negative
CREB1,-0.001889647,Negative
ATAD3C,-0.001889945,Negative
NSMCE4A,-0.001890261,Negative
APOH,-0.001891552,Negative
GABRA1,-0.001891709,Negative
ZFP3,-0.001892181,Negative
CYTH3,-0.001893912,Negative
WNT3,-0.001894513,Negative
RPGR,-0.00189471,Negative
ATPAF1,-0.001894992,Negative
NUP35,-0.00189527,Negative
SIRT1,-0.001895618,Negative
ZWILCH,-0.001895678,Negative
SUPT16H,-0.001897064,Negative
DENND6A,-0.001898121,Negative
USP39,-0.001898152,Negative
SMARCAL1,-0.001899319,Negative
MED12L,-0.001899796,Negative
HNRNPUL2,-0.001899891,Negative
ZNF829,-0.001900935,Negative
ALG14,-0.001901511,Negative
UST,-0.001902962,Negative
MRPS17,-0.001902998,Negative
SLC17A1,-0.001903142,Negative
CASP6,-0.001903199,Negative
ZNF662,-0.001903575,Negative
UTP4,-0.001905731,Negative
RASGRP1,-0.001907001,Negative
TCHP,-0.001907468,Negative
GNAL,-0.001907886,Negative
UBOX5,-0.001908077,Negative
SCAP,-0.001909874,Negative
KLK5,-0.001910234,Negative
USP31,-0.001911423,Negative
ATF4,-0.001911623,Negative
DOCK9,-0.001914196,Negative
HES6,-0.001914881,Negative
ATF1,-0.001915813,Negative
RAB11B,-0.001916264,Negative
ENOX2,-0.001916835,Negative
TIAM2,-0.00191691,Negative
DNAJC9,-0.001918315,Negative
ILKAP,-0.001919583,Negative
SCLY,-0.001919889,Negative
ZC3H14,-0.001925609,Negative
TBX3,-0.001925746,Negative
MRPS15,-0.001925797,Negative
PHKA2,-0.001926583,Negative
RBM27,-0.001926613,Negative
HECW1,-0.001928797,Negative
TAF6L,-0.001929993,Negative
IMPDH2,-0.001931673,Negative
TAF9B,-0.001931746,Negative
C1QTNF6,-0.001933261,Negative
NEUROG2,-0.001933631,Negative
VAPA,-0.001934385,Negative
GPATCH1,-0.001935621,Negative
XPOT,-0.001936996,Negative
ALPK1,-0.001938401,Negative
ZFP64,-0.001940433,Negative
MDM1,-0.001941384,Negative
SLX4,-0.001941569,Negative
GCK,-0.001941741,Negative
GEMIN7,-0.001942587,Negative
POGLUT3,-0.001943688,Negative
FHOD3,-0.001944284,Negative
FAM98B,-0.001944863,Negative
MANEAL,-0.001945003,Negative
HMGN4,-0.001945961,Negative
CALN1,-0.00194785,Negative
CETN3,-0.001948427,Negative
RNF123,-0.001948588,Negative
GATAD2B,-0.00194926,Negative
CERK,-0.001950001,Negative
TTC31,-0.001951266,Negative
ARAP3,-0.001951846,Negative
FAM83F,-0.001952384,Negative
ZNF532,-0.001953603,Negative
ZC3H3,-0.001954054,Negative
NUFIP1,-0.001956221,Negative
TESK2,-0.001958646,Negative
HGH1,-0.001960041,Negative
ELOVL6,-0.001960188,Negative
DONSON,-0.001960434,Negative
DMAC2,-0.001960492,Negative
RAD18,-0.001960694,Negative
GOT2,-0.001960697,Negative
ZC3H18,-0.001961178,Negative
CPSF7,-0.001963691,Negative
PGD,-0.001963956,Negative
TTLL5,-0.001964165,Negative
PYGO1,-0.001964525,Negative
EMD,-0.001965069,Negative
REXO1,-0.001965832,Negative
APEX1,-0.001966324,Negative
CHERP,-0.00196646,Negative
SLCO4C1,-0.001967173,Negative
OSBPL10,-0.001967559,Negative
SMIM39,-0.00196768,Negative
NEK4,-0.001968496,Negative
RBBP8,-0.00196918,Negative
TRIM24,-0.001970037,Negative
MLLT10,-0.001970973,Negative
CRTC2,-0.001971325,Negative
MRPL1,-0.001971369,Negative
R3HDM2,-0.001972905,Negative
PROCA1,-0.001973364,Negative
SUPT3H,-0.00197373,Negative
SEMA5B,-0.001974051,Negative
POTEI,-0.001974639,Negative
ANTXR1,-0.001974668,Negative
L2HGDH,-0.001976962,Negative
GUF1,-0.001979105,Negative
PRMT3,-0.001979609,Negative
AQR,-0.001979651,Negative
NUCKS1,-0.001979693,Negative
